11.8367 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='black', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x115543c10>, name='window1', pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3555 	EXP 	Created blank = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='blank', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='', units='norm', win=Window(...), wrapWidth=1)
12.3809 	EXP 	Created thanksText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='arial', fontFiles=[], height=0.2, italic=False, name='thanksText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units='norm', win=Window(...), wrapWidth=1)
12.4045 	EXP 	instr1: autoDraw = True
13.4120 	DATA 	Keypress: space
13.4185 	EXP 	Imported conditions1.xlsx as conditions, 4 conditions, 6 params
13.4188 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
13.4192 	EXP 	New trial (rep=0, index=0): {u'typeL': u'word', u'right': u'ship', u'TrialN': 1L, u'corrAns': 3L, u'TypeR': u'word', u'left': u'tour'}
15.4544 	EXP 	instr1: autoDraw = False
15.4544 	EXP 	itemL: text = u'tour'
15.4544 	EXP 	itemR: text = u'ship'
15.4544 	EXP 	blank: autoDraw = True
15.4544 	EXP 	fixation: autoDraw = False
15.4544 	EXP 	blank: autoDraw = False
15.4544 	EXP 	itemL: autoDraw = False
15.4544 	EXP 	itemR: autoDraw = False
15.4544 	EXP 	feedback_2: text = 'Oops! That was wrong'
15.4544 	EXP 	feedback_2: autoDraw = True
16.4200 	EXP 	New trial (rep=0, index=1): {u'typeL': u'non word', u'right': u'****', u'TrialN': 2L, u'corrAns': 1L, u'TypeR': u'non word', u'left': u'****'}
17.4868 	EXP 	feedback_2: autoDraw = False
17.4868 	EXP 	feedback_2: autoDraw = False
17.4868 	EXP 	itemL: text = u'****'
17.4868 	EXP 	itemR: text = u'****'
17.4868 	EXP 	blank: autoDraw = True
17.4868 	EXP 	fixation: autoDraw = False
17.4868 	EXP 	blank: autoDraw = False
17.4868 	EXP 	itemL: autoDraw = False
17.4868 	EXP 	itemR: autoDraw = False
17.4868 	EXP 	feedback_2: text = 'Oops! That was wrong'
17.4868 	EXP 	feedback_2: autoDraw = True
18.4533 	EXP 	New trial (rep=0, index=2): {u'typeL': u'non word', u'right': u'hart', u'TrialN': 3L, u'corrAns': 2L, u'TypeR': u'word', u'left': u'****'}
19.4874 	EXP 	feedback_2: autoDraw = False
19.4874 	EXP 	feedback_2: autoDraw = False
19.4874 	EXP 	itemL: text = u'****'
19.4874 	EXP 	itemR: text = u'hart'
19.4874 	EXP 	blank: autoDraw = True
19.4874 	EXP 	fixation: autoDraw = False
19.4874 	EXP 	blank: autoDraw = False
19.4874 	EXP 	itemL: autoDraw = False
19.4874 	EXP 	itemR: autoDraw = False
19.4874 	EXP 	feedback_2: text = 'Oops! That was wrong'
19.4874 	EXP 	feedback_2: autoDraw = True
20.4695 	EXP 	New trial (rep=0, index=3): {u'typeL': u'non word', u'right': u'****', u'TrialN': 4L, u'corrAns': 1L, u'TypeR': u'non word', u'left': u'****'}
22.4701 	EXP 	feedback_2: autoDraw = False
22.4701 	EXP 	itemL: text = u'****'
22.4701 	EXP 	itemR: text = u'****'
22.4701 	EXP 	blank: autoDraw = True
22.4701 	EXP 	fixation: autoDraw = False
22.4701 	EXP 	blank: autoDraw = False
22.4701 	EXP 	itemL: autoDraw = False
22.4701 	EXP 	itemR: autoDraw = False
22.4701 	EXP 	feedback_2: text = 'Oops! That was wrong'
22.4701 	EXP 	feedback_2: autoDraw = True
23.0391 	DATA 	Keypress: escape
